Delivery_Distance_km,Weather_Condition,Traffic_Level,Order_Size,Delivery_Partner_Rating,Restaurant_Preparation_Time_min,Peak_Hour,Day_of_Week,Order_Value_INR,Delivery_Status
6.8,Sunny,Low,Small,2.0,31.0,No,Saturday,1965.01,On Time
23.5,Sunny,Low,Medium,4.4,41.1,No,Saturday,990.24,On Time
22.8,Rainy,Medium,Medium,2.1,26.7,No,Monday,1149.84,Delayed
9.4,Stormy,Medium,Small,3.7,22.9,Yes,Thursday,203.38,On Time
16.2,Sunny,Medium,Small,1.7,18.8,No,Thursday,428.84,On Time
7.6,Sunny,High,Small,4.9,23.8,No,Wednesday,2378.27,On Time
5.9,Sunny,Medium,Medium,2.1,36.4,No,Sunday,2080.64,Delayed
9.1,Cloudy,Medium,Large,2.7,35.3,No,Monday,2375.84,On Time
8.9,Cloudy,Low,Small,3.8,41.1,Yes,Monday,416.53,On Time
22.2,Rainy,Medium,Large,3.7,17.8,Yes,Sunday,1735.41,Delayed
20.7,Sunny,Low,Medium,3.4,10.6,No,Sunday,2495.08,Delayed
18.0,Stormy,Low,Small,2.2,10.5,Yes,Monday,1081.04,On Time
24.0,Sunny,Medium,Small,2.8,19.4,No,Tuesday,2334.9,On Time
11.1,Sunny,Low,Large,4.3,8.9,No,Wednesday,1350.38,On Time
6.9,Sunny,High,Medium,3.2,6.1,No,Friday,343.97,On Time
3.8,Cloudy,High,Medium,2.6,24.0,Yes,Friday,599.46,On Time
8.2,Sunny,Low,Large,1.8,5.9,Yes,Friday,166.71,Delayed
4.5,Cloudy,Medium,Large,3.7,25.8,No,Monday,2328.65,On Time
3.2,Rainy,High,Medium,2.8,16.4,Yes,Thursday,1481.46,On Time
15.5,Sunny,Low,Large,2.5,14.2,No,Wednesday,829.16,On Time
9.7,Cloudy,High,Medium,1.0,12.9,Yes,Sunday,1990.35,Delayed
14.5,Rainy,Low,Small,4.8,33.0,No,Wednesday,774.61,On Time
5.6,Stormy,Low,Small,4.2,6.9,No,Friday,2226.72,On Time
17.2,Cloudy,Low,Small,3.6,6.4,No,Wednesday,1957.58,On Time
6.2,Cloudy,Low,Small,5.0,29.0,No,Tuesday,663.42,On Time
7.7,Sunny,Low,Medium,1.8,25.1,No,Saturday,2238.03,On Time
18.8,Rainy,Low,Medium,2.3,13.5,No,Saturday,1694.0,On Time
14.4,Cloudy,High,Large,1.1,22.2,Yes,Monday,2305.52,Delayed
9.0,Sunny,High,Small,3.0,20.9,Yes,Tuesday,1680.82,Delayed
14.0,Sunny,Low,Small,2.4,16.9,Yes,Thursday,1915.96,On Time
17.7,Sunny,Low,Small,4.8,8.9,No,Monday,1586.09,On Time
22.9,Cloudy,Medium,Medium,1.1,43.6,No,Friday,549.9,Delayed
14.9,Cloudy,Medium,Medium,1.8,10.7,Yes,Thursday,142.28,Delayed
6.6,Sunny,Medium,Large,3.1,27.9,Yes,Thursday,1204.65,Delayed
18.9,Sunny,Low,Medium,2.9,18.4,No,Monday,909.65,On Time
19.7,Cloudy,Medium,Medium,3.2,14.5,Yes,Wednesday,1203.59,Delayed
5.8,Sunny,Low,Small,4.3,17.2,Yes,Sunday,1844.08,On Time
20.7,Cloudy,High,Large,2.1,19.9,No,Wednesday,1254.9,Delayed
12.2,Rainy,High,Medium,4.0,38.7,No,Monday,1397.67,Delayed
19.7,Sunny,Low,Small,1.9,15.6,No,Sunday,688.58,Delayed
6.7,Sunny,Low,Small,4.5,42.9,Yes,Saturday,2256.68,On Time
9.0,Sunny,Medium,Medium,4.1,41.3,Yes,Sunday,2320.98,On Time
23.9,Cloudy,Low,Medium,2.9,32.6,Yes,Wednesday,1914.57,Delayed
16.8,Sunny,Low,Small,4.1,16.0,No,Thursday,648.88,On Time
19.5,Rainy,Low,Large,2.6,11.5,Yes,Thursday,1053.52,Delayed
17.5,Sunny,Medium,Medium,2.6,10.6,No,Friday,1995.64,On Time
5.9,Stormy,Medium,Small,3.4,6.0,No,Saturday,124.79,On Time
12.3,Cloudy,Low,Small,3.7,18.7,Yes,Thursday,1648.67,On Time
20.4,Rainy,Medium,Medium,2.4,40.8,No,Sunday,1871.97,Delayed
17.2,Cloudy,Medium,Small,2.8,33.9,No,Wednesday,1179.43,On Time
1.1,Sunny,Medium,Large,2.6,40.1,Yes,Saturday,2288.1,On Time
3.1,Cloudy,High,Medium,1.2,18.6,Yes,Saturday,1499.78,Delayed
9.3,Rainy,Medium,Medium,3.8,10.4,Yes,Friday,1132.76,Delayed
23.7,Cloudy,High,Medium,3.0,33.6,Yes,Friday,1879.97,Delayed
12.8,Rainy,Low,Medium,4.4,38.9,No,Friday,1482.25,On Time
7.5,Sunny,High,Medium,2.4,32.1,No,Friday,1717.7,On Time
9.7,Sunny,Low,Medium,3.2,24.5,No,Friday,1473.29,On Time
6.1,Sunny,Medium,Medium,2.6,5.2,No,Thursday,2105.74,Delayed
11.1,Cloudy,High,Small,2.3,7.0,No,Thursday,2318.19,Delayed
6.2,Cloudy,Low,Medium,4.3,11.5,No,Monday,2127.06,On Time
21.3,Cloudy,High,Small,3.9,10.9,Yes,Wednesday,1936.09,On Time
12.0,Rainy,Medium,Small,4.7,41.2,No,Tuesday,505.05,Delayed
7.7,Stormy,High,Small,2.1,42.1,No,Sunday,672.29,Delayed
23.4,Sunny,Medium,Small,4.0,15.0,No,Friday,2217.67,On Time
8.5,Sunny,Medium,Small,3.0,43.2,Yes,Friday,2193.95,On Time
22.8,Sunny,Low,Small,2.0,24.0,No,Tuesday,2088.07,Delayed
2.0,Sunny,Medium,Small,2.3,20.5,Yes,Saturday,593.71,On Time
18.0,Rainy,Medium,Small,2.8,39.0,No,Thursday,1096.6,Delayed
12.6,Rainy,Low,Small,4.1,37.0,Yes,Friday,611.85,On Time
11.7,Sunny,Low,Small,3.9,25.1,Yes,Tuesday,2481.76,On Time
1.9,Sunny,Medium,Large,2.6,33.6,Yes,Sunday,1451.58,Delayed
2.0,Rainy,Low,Large,4.5,28.8,No,Monday,2029.98,Delayed
9.0,Sunny,High,Large,4.3,16.8,Yes,Tuesday,499.01,Delayed
23.7,Cloudy,Medium,Large,4.3,28.4,No,Saturday,1564.67,Delayed
15.8,Cloudy,Low,Small,3.8,32.4,No,Saturday,944.02,On Time
9.9,Rainy,Low,Small,1.7,14.7,Yes,Sunday,1638.11,Delayed
15.7,Cloudy,Low,Small,1.1,35.8,No,Thursday,1655.53,On Time
5.9,Sunny,Medium,Medium,3.5,25.1,No,Wednesday,549.93,On Time
5.0,Sunny,Medium,Small,1.8,36.0,Yes,Friday,1773.39,On Time
9.7,Sunny,Medium,Large,1.2,25.8,No,Sunday,2050.13,Delayed
21.7,Sunny,Low,Large,3.3,24.5,Yes,Saturday,809.32,Delayed
13.2,Sunny,Medium,Medium,4.1,35.5,No,Wednesday,1543.58,On Time
8.1,Cloudy,Low,Small,4.3,6.3,No,Friday,1678.03,On Time
23.8,Sunny,Medium,Large,1.4,25.3,No,Tuesday,407.59,Delayed
20.6,Sunny,Low,Small,1.1,31.6,No,Wednesday,1834.13,On Time
8.8,Sunny,Low,Small,4.2,13.6,No,Sunday,1173.4,On Time
24.3,Cloudy,Medium,Medium,3.1,41.4,No,Wednesday,2434.26,On Time
24.7,Sunny,Medium,Small,3.8,31.2,Yes,Friday,1867.33,Delayed
10.8,Rainy,Medium,Small,3.1,9.0,Yes,Tuesday,1651.15,On Time
16.7,Cloudy,Medium,Small,1.7,36.4,No,Friday,2324.89,Delayed
10.7,Cloudy,Medium,Small,3.0,28.2,No,Monday,437.1,On Time
7.2,Cloudy,Medium,Large,3.4,30.7,Yes,Friday,1147.94,On Time
3.0,Sunny,High,Medium,3.7,11.2,No,Tuesday,302.83,On Time
7.3,Sunny,High,Small,3.3,9.8,No,Thursday,2209.8,On Time
7.5,Sunny,Medium,Large,3.2,27.3,Yes,Tuesday,696.57,On Time
10.6,Sunny,Low,Small,4.5,38.3,No,Thursday,2335.66,On Time
5.4,Cloudy,Low,Small,4.1,30.7,Yes,Saturday,1011.28,On Time
23.9,Cloudy,Medium,Small,4.2,30.1,No,Saturday,889.71,Delayed
3.5,Sunny,Low,Medium,4.9,27.3,No,Sunday,1034.12,On Time
16.0,Cloudy,High,Small,3.3,14.1,Yes,Saturday,1681.22,Delayed
11.6,Cloudy,Low,Large,3.5,14.6,Yes,Saturday,780.33,On Time
11.2,Sunny,Medium,Small,3.3,41.6,Yes,Sunday,1500.67,Delayed
9.9,Cloudy,Low,Small,1.2,38.9,No,Tuesday,1355.45,Delayed
21.8,Sunny,Medium,Large,4.6,11.2,No,Tuesday,182.11,On Time
7.7,Rainy,Medium,Medium,1.8,7.8,No,Wednesday,1149.59,On Time
1.5,Sunny,Medium,Small,2.0,43.7,Yes,Wednesday,2167.67,Delayed
23.0,Cloudy,Medium,Large,4.4,19.1,Yes,Wednesday,1656.61,Delayed
21.7,Cloudy,Low,Medium,2.8,38.6,No,Tuesday,2216.2,On Time
7.6,Sunny,Low,Large,2.0,37.0,No,Wednesday,2437.68,On Time
13.6,Cloudy,Low,Small,4.5,14.8,No,Thursday,693.29,On Time
3.6,Rainy,Medium,Large,3.5,7.4,No,Wednesday,2208.17,On Time
3.2,Sunny,Medium,Small,2.9,22.2,No,Saturday,2467.27,On Time
21.1,Sunny,Medium,Medium,4.3,7.3,No,Sunday,1262.63,Delayed
10.8,Sunny,High,Large,2.1,11.1,Yes,Friday,2418.37,Delayed
16.9,Sunny,Medium,Medium,1.9,10.9,No,Friday,357.27,On Time
23.6,Sunny,Low,Medium,4.1,38.3,No,Friday,437.78,On Time
6.9,Stormy,Low,Medium,3.3,33.9,Yes,Tuesday,248.28,Delayed
1.3,Cloudy,Medium,Small,2.9,44.6,Yes,Saturday,333.17,Delayed
1.6,Cloudy,Low,Medium,1.8,39.8,No,Monday,898.78,On Time
18.0,Cloudy,Medium,Small,4.1,43.7,Yes,Wednesday,648.42,Delayed
23.2,Sunny,Medium,Medium,3.9,20.2,No,Sunday,219.22,On Time
12.2,Sunny,Low,Small,1.5,34.5,Yes,Wednesday,1244.66,On Time
10.0,Rainy,Medium,Medium,4.6,6.0,Yes,Friday,1706.72,On Time
14.0,Sunny,Medium,Small,4.8,17.7,No,Saturday,1841.9,On Time
21.6,Sunny,Medium,Small,2.9,24.7,Yes,Tuesday,1725.87,On Time
16.7,Sunny,Low,Small,3.4,16.8,Yes,Saturday,1776.78,On Time
6.6,Cloudy,Medium,Medium,1.2,42.2,No,Monday,2133.38,Delayed
19.6,Rainy,Medium,Medium,1.7,11.2,No,Monday,657.58,Delayed
4.2,Sunny,Medium,Medium,2.7,7.3,No,Monday,272.83,On Time
5.0,Sunny,Medium,Small,3.3,32.1,No,Friday,1631.65,On Time
15.7,Cloudy,Low,Medium,2.9,23.7,No,Wednesday,2317.25,On Time
6.7,Sunny,Medium,Small,2.6,28.7,No,Tuesday,1943.37,On Time
17.9,Sunny,Medium,Medium,3.8,26.0,Yes,Tuesday,1022.73,Delayed
9.4,Rainy,Low,Small,4.2,12.4,Yes,Monday,1360.35,On Time
7.7,Sunny,Medium,Small,3.8,38.8,Yes,Sunday,1203.03,On Time
25.0,Sunny,Low,Small,4.3,16.5,Yes,Wednesday,1790.29,On Time
2.0,Cloudy,Medium,Small,1.6,18.9,Yes,Friday,2178.95,On Time
16.5,Sunny,Low,Large,3.5,32.4,No,Friday,2212.33,Delayed
1.9,Sunny,Medium,Small,4.2,5.8,No,Sunday,1336.02,On Time
19.2,Sunny,Medium,Small,1.6,18.9,Yes,Saturday,809.15,Delayed
6.5,Sunny,Medium,Small,2.9,21.1,Yes,Thursday,2365.02,On Time
3.2,Cloudy,Medium,Medium,4.6,21.6,Yes,Saturday,1213.05,On Time
16.6,Sunny,Low,Medium,1.7,34.6,No,Tuesday,636.05,On Time
18.6,Sunny,Medium,Medium,2.9,33.2,No,Wednesday,2314.38,Delayed
17.3,Cloudy,Low,Small,4.1,20.7,No,Tuesday,1261.04,On Time
2.2,Sunny,Medium,Medium,3.7,16.2,No,Friday,382.65,On Time
8.1,Sunny,Low,Large,3.5,41.7,No,Friday,2121.6,On Time
11.8,Sunny,Low,Medium,2.9,5.8,No,Tuesday,1042.29,Delayed
7.9,Sunny,Medium,Medium,1.6,23.9,No,Thursday,143.8,Delayed
20.5,Sunny,Medium,Small,3.1,21.7,Yes,Saturday,569.57,Delayed
4.1,Sunny,Low,Small,2.6,33.2,No,Sunday,1553.54,On Time
15.7,Stormy,Medium,Large,2.8,28.9,Yes,Friday,886.0,Delayed
24.7,Sunny,Medium,Small,2.4,14.4,No,Sunday,2418.73,Delayed
22.7,Sunny,Medium,Large,3.6,7.3,Yes,Thursday,2242.75,Delayed
6.3,Sunny,Medium,Small,1.6,41.1,No,Thursday,2413.06,On Time
1.0,Rainy,Low,Large,3.8,23.3,No,Sunday,2311.03,On Time
24.5,Sunny,Medium,Large,1.4,44.6,No,Saturday,143.21,Delayed
22.2,Cloudy,Low,Medium,3.2,32.7,No,Wednesday,852.18,Delayed
23.1,Sunny,Medium,Small,2.2,17.6,No,Friday,1726.4,Delayed
11.0,Cloudy,Medium,Medium,2.7,44.7,No,Tuesday,2035.36,On Time
18.9,Cloudy,Medium,Large,4.6,26.2,No,Thursday,1655.59,On Time
6.1,Rainy,Medium,Large,1.6,29.1,No,Tuesday,775.5,On Time
10.4,Sunny,Medium,Small,2.1,10.4,No,Sunday,346.8,On Time
21.4,Sunny,Medium,Medium,1.9,12.9,No,Sunday,2279.97,On Time
4.1,Cloudy,Medium,Large,4.0,7.3,Yes,Thursday,188.12,On Time
22.5,Sunny,Low,Medium,1.4,24.1,No,Wednesday,1716.36,Delayed
12.9,Sunny,Low,Medium,2.6,30.3,Yes,Thursday,238.43,On Time
11.2,Rainy,Low,Small,2.3,20.6,No,Friday,1463.31,On Time
8.3,Stormy,Low,Large,4.4,16.8,No,Sunday,1463.61,On Time
23.0,Sunny,Medium,Small,3.3,24.0,No,Friday,826.7,On Time
13.4,Sunny,Low,Medium,1.8,30.1,No,Sunday,906.89,Delayed
20.3,Sunny,Low,Small,4.4,14.4,Yes,Wednesday,1357.22,On Time
21.6,Cloudy,Medium,Small,4.7,32.1,Yes,Sunday,553.7,Delayed
23.1,Sunny,Medium,Medium,1.3,18.6,No,Friday,1420.26,Delayed
8.3,Sunny,High,Small,2.6,29.5,No,Sunday,1901.43,Delayed
9.2,Cloudy,Low,Small,2.8,17.8,Yes,Thursday,2343.86,On Time
15.3,Cloudy,Low,Small,1.1,7.9,No,Tuesday,1106.84,Delayed
11.6,Rainy,Medium,Small,4.4,24.3,No,Saturday,1214.9,On Time
23.4,Sunny,Low,Medium,1.5,41.5,No,Friday,1980.26,Delayed
10.5,Sunny,Medium,Medium,4.5,16.1,Yes,Friday,1438.6,Delayed
12.5,Sunny,Medium,Small,3.0,17.8,No,Sunday,2247.85,Delayed
15.8,Sunny,High,Medium,4.5,15.0,No,Tuesday,115.26,On Time
10.7,Cloudy,Low,Medium,2.6,36.0,No,Monday,980.38,On Time
24.8,Cloudy,High,Small,3.3,7.9,Yes,Saturday,998.93,Delayed
3.4,Cloudy,Low,Small,2.7,7.1,No,Saturday,1365.92,On Time
6.3,Sunny,High,Small,2.4,12.1,No,Saturday,527.13,Delayed
8.7,Rainy,Medium,Small,4.4,34.0,No,Thursday,2364.0,Delayed
4.5,Sunny,Low,Large,4.5,44.5,No,Saturday,2360.96,On Time
7.8,Sunny,Low,Small,2.4,8.7,No,Thursday,316.11,On Time
19.7,Sunny,High,Medium,2.6,30.0,Yes,Saturday,1041.01,Delayed
13.5,Sunny,Medium,Large,2.5,11.5,Yes,Friday,2477.06,Delayed
1.8,Cloudy,Medium,Medium,4.4,40.1,No,Thursday,1478.82,On Time
24.6,Sunny,Medium,Small,4.7,44.5,No,Monday,398.34,On Time
15.8,Sunny,High,Medium,2.6,17.9,No,Tuesday,1027.02,Delayed
2.4,Sunny,Low,Small,2.1,16.9,No,Saturday,629.18,On Time
16.9,Cloudy,Medium,Small,1.4,10.5,No,Friday,1360.26,Delayed
10.1,Sunny,Medium,Medium,2.1,9.0,No,Thursday,1300.06,On Time
4.3,Cloudy,Low,Medium,1.9,22.8,Yes,Saturday,1316.66,On Time
14.5,Cloudy,High,Large,3.2,11.5,No,Saturday,1741.85,Delayed
18.4,Cloudy,Medium,Small,1.8,20.9,Yes,Friday,1162.11,Delayed
17.1,Stormy,Medium,Small,3.8,23.6,No,Sunday,372.3,Delayed
6.9,Rainy,High,Medium,4.4,34.9,Yes,Saturday,1725.1,Delayed
13.6,Cloudy,Medium,Large,3.8,37.8,Yes,Sunday,1356.45,On Time
13.9,Sunny,Medium,Medium,4.7,15.8,Yes,Friday,1914.34,On Time
18.2,Sunny,Low,Small,3.3,36.4,No,Tuesday,571.39,On Time
9.6,Stormy,Low,Large,2.1,20.8,No,Tuesday,2202.48,Delayed
20.1,Stormy,Low,Small,3.5,20.4,No,Sunday,1448.13,Delayed
16.1,Rainy,Low,Medium,2.2,23.0,No,Friday,1933.75,On Time
1.9,Sunny,Low,Medium,5.0,5.9,No,Sunday,1010.05,On Time
14.1,Cloudy,High,Small,4.0,35.3,No,Monday,1756.43,On Time
21.7,Cloudy,Low,Small,1.7,31.2,Yes,Sunday,1193.73,Delayed
14.6,Sunny,Low,Medium,3.5,22.1,No,Wednesday,980.39,On Time
5.2,Sunny,Low,Medium,3.4,35.8,No,Wednesday,2081.59,On Time
13.2,Rainy,Medium,Medium,3.8,35.2,Yes,Thursday,1444.15,On Time
19.2,Cloudy,High,Medium,3.9,41.5,Yes,Friday,2041.11,Delayed
3.6,Cloudy,Medium,Medium,4.7,7.0,Yes,Sunday,319.32,On Time
20.6,Cloudy,High,Medium,3.0,26.8,No,Saturday,238.66,Delayed
5.0,Rainy,Medium,Small,3.4,6.7,No,Wednesday,1732.21,On Time
13.8,Sunny,Low,Medium,1.2,16.2,Yes,Wednesday,1299.39,Delayed
10.3,Cloudy,Medium,Small,3.8,28.3,No,Wednesday,287.3,On Time
7.0,Sunny,Medium,Medium,2.8,37.1,Yes,Monday,2491.21,Delayed
16.5,Rainy,Low,Large,3.9,12.7,No,Wednesday,1877.36,On Time
1.9,Sunny,Medium,Small,3.3,35.9,No,Wednesday,1005.74,On Time
19.2,Cloudy,High,Medium,4.8,30.0,No,Tuesday,500.51,Delayed
13.6,Cloudy,Low,Small,3.4,12.1,Yes,Tuesday,2177.35,On Time
22.0,Rainy,High,Large,4.8,8.7,No,Saturday,1936.25,Delayed
13.5,Rainy,High,Small,1.4,23.1,Yes,Saturday,1842.82,Delayed
1.8,Cloudy,Low,Small,3.6,7.3,No,Tuesday,2293.52,On Time
4.4,Sunny,Low,Small,2.4,24.9,Yes,Saturday,208.56,On Time
20.1,Sunny,Low,Medium,1.7,26.0,No,Tuesday,259.58,Delayed
12.8,Sunny,Medium,Large,2.8,29.6,Yes,Sunday,412.78,Delayed
11.6,Cloudy,Low,Medium,4.4,36.8,No,Friday,333.96,On Time
8.6,Cloudy,High,Large,1.8,35.7,Yes,Sunday,2267.34,Delayed
7.8,Sunny,Medium,Large,4.3,43.2,No,Tuesday,803.34,On Time
24.2,Rainy,Medium,Large,2.8,32.2,Yes,Sunday,915.46,Delayed
11.4,Sunny,Low,Small,3.6,17.6,No,Saturday,2350.91,On Time
22.2,Sunny,Low,Medium,3.9,20.8,Yes,Saturday,1291.24,Delayed
16.6,Sunny,Low,Medium,3.9,19.1,No,Saturday,745.58,Delayed
21.6,Sunny,High,Medium,3.8,29.1,No,Sunday,1481.7,Delayed
21.5,Sunny,Medium,Medium,2.3,32.8,No,Wednesday,1746.38,Delayed
24.0,Sunny,Low,Medium,3.8,40.7,Yes,Friday,677.84,Delayed
17.8,Sunny,Medium,Medium,1.3,20.8,No,Thursday,419.85,On Time
20.3,Sunny,Medium,Small,4.4,16.6,Yes,Sunday,1700.7,On Time
18.6,Sunny,Medium,Small,4.1,34.4,No,Monday,762.52,On Time
15.5,Sunny,Low,Medium,3.8,26.5,Yes,Sunday,201.51,Delayed
18.2,Cloudy,Medium,Medium,1.6,20.3,No,Friday,364.67,Delayed
18.2,Sunny,Medium,Large,2.8,6.6,No,Saturday,1249.87,Delayed
2.0,Sunny,High,Medium,1.4,25.0,No,Monday,1812.97,On Time
13.4,Cloudy,High,Small,2.1,33.3,No,Tuesday,1986.58,On Time
20.0,Sunny,Low,Medium,2.2,43.9,No,Sunday,556.13,Delayed
6.8,Rainy,Low,Small,3.0,19.4,No,Thursday,138.51,On Time
12.2,Cloudy,High,Small,1.1,11.5,No,Saturday,1510.23,Delayed
11.4,Sunny,High,Large,1.1,5.1,Yes,Monday,1994.65,Delayed
10.7,Sunny,Medium,Small,1.5,26.5,No,Tuesday,1893.97,On Time
3.9,Sunny,Medium,Small,2.6,27.6,No,Sunday,992.89,Delayed
13.6,Rainy,Low,Medium,2.5,16.6,Yes,Saturday,1032.49,Delayed
11.7,Rainy,Medium,Small,3.4,9.7,Yes,Friday,2117.9,On Time
16.9,Cloudy,Low,Large,1.4,26.0,No,Saturday,1907.56,Delayed
14.2,Rainy,Low,Small,2.9,34.1,Yes,Friday,1441.12,Delayed
1.7,Cloudy,Low,Small,4.4,16.4,Yes,Tuesday,2454.58,On Time
1.8,Cloudy,Low,Medium,2.7,40.8,No,Tuesday,1688.36,On Time
17.8,Sunny,Medium,Small,2.1,12.4,No,Monday,987.43,On Time
18.0,Sunny,High,Small,4.2,9.6,No,Saturday,1402.33,Delayed
24.0,Cloudy,Medium,Large,1.6,27.2,No,Sunday,1384.56,Delayed
22.0,Sunny,Low,Medium,1.7,14.7,Yes,Monday,2149.85,Delayed
12.2,Cloudy,Low,Small,4.2,17.3,Yes,Monday,2274.4,On Time
16.0,Sunny,Medium,Small,4.7,17.4,Yes,Sunday,2314.66,Delayed
12.0,Cloudy,Medium,Large,4.4,42.5,Yes,Saturday,1277.15,On Time
6.4,Sunny,Low,Small,4.5,21.6,No,Thursday,1902.51,On Time
10.0,Cloudy,Low,Medium,2.2,41.4,Yes,Friday,1229.57,Delayed
3.5,Rainy,Medium,Medium,4.9,27.6,Yes,Monday,2412.8,On Time
17.0,Cloudy,High,Medium,4.6,19.7,No,Wednesday,1544.95,On Time
5.6,Sunny,Medium,Small,4.4,40.5,Yes,Monday,1478.5,On Time
12.4,Cloudy,Low,Medium,4.8,35.2,Yes,Saturday,2295.94,On Time
24.2,Sunny,Medium,Medium,3.4,41.0,No,Thursday,850.95,On Time
1.8,Sunny,Low,Large,4.5,26.3,Yes,Wednesday,1285.32,On Time
4.6,Sunny,Low,Large,2.7,14.5,No,Saturday,190.94,On Time
8.2,Rainy,Low,Small,3.3,9.3,No,Sunday,479.51,On Time
23.6,Sunny,Low,Large,4.8,19.2,No,Friday,364.79,Delayed
22.8,Cloudy,Medium,Large,2.9,29.4,Yes,Monday,2442.03,Delayed
4.9,Sunny,Medium,Small,1.9,37.8,No,Friday,527.63,On Time
24.5,Sunny,High,Small,1.7,33.6,No,Wednesday,1820.46,Delayed
19.0,Sunny,Medium,Small,1.6,26.1,Yes,Friday,1043.87,Delayed
14.0,Sunny,Medium,Medium,2.2,41.2,No,Monday,1098.57,Delayed
23.4,Rainy,Medium,Medium,2.4,24.2,No,Friday,2311.71,Delayed
22.1,Cloudy,Medium,Small,2.1,37.6,Yes,Monday,1897.97,Delayed
10.4,Sunny,Medium,Small,2.1,42.7,Yes,Saturday,1100.63,Delayed
16.8,Sunny,Low,Large,2.4,11.4,No,Friday,105.77,On Time
16.5,Sunny,Medium,Medium,1.1,39.5,No,Wednesday,1214.44,Delayed
8.8,Sunny,Low,Small,1.3,12.0,No,Monday,705.55,On Time
5.3,Sunny,Medium,Small,3.1,12.0,Yes,Friday,278.55,On Time
12.2,Sunny,Low,Small,2.5,18.2,No,Tuesday,1244.81,On Time
7.3,Sunny,Low,Medium,4.7,5.6,Yes,Saturday,1883.99,On Time
9.5,Sunny,Medium,Small,4.4,38.5,No,Monday,1464.27,On Time
23.9,Cloudy,Medium,Medium,3.5,18.7,No,Wednesday,2187.27,On Time
12.1,Stormy,Low,Small,2.7,42.6,No,Friday,1440.92,Delayed
17.4,Sunny,Low,Small,1.7,23.0,No,Saturday,1178.15,On Time
9.1,Cloudy,Medium,Small,4.3,40.4,No,Tuesday,1189.98,On Time
24.9,Sunny,Low,Medium,3.4,18.8,No,Wednesday,995.11,On Time
16.8,Cloudy,Medium,Medium,1.1,32.3,No,Tuesday,1904.48,Delayed
5.7,Sunny,Medium,Medium,2.9,33.5,No,Sunday,2195.04,On Time
3.4,Rainy,Medium,Medium,1.3,13.8,No,Saturday,2212.13,Delayed
23.6,Sunny,Medium,Medium,1.3,16.4,No,Thursday,682.84,Delayed
23.7,Sunny,Medium,Small,2.3,18.8,Yes,Sunday,2129.64,Delayed
15.9,Cloudy,Medium,Medium,4.2,30.7,No,Thursday,472.9,Delayed
1.4,Sunny,Medium,Medium,1.2,6.8,Yes,Tuesday,1848.67,Delayed
6.4,Cloudy,High,Small,3.5,28.2,Yes,Saturday,1695.87,Delayed
20.2,Rainy,Medium,Small,4.5,17.8,Yes,Saturday,337.7,Delayed
22.0,Cloudy,Medium,Small,3.7,18.4,No,Friday,1306.89,Delayed
11.9,Sunny,Low,Medium,3.9,11.2,No,Wednesday,1589.14,On Time
9.8,Sunny,Low,Large,2.5,11.8,Yes,Thursday,668.64,Delayed
7.6,Sunny,Medium,Small,4.3,36.9,No,Friday,1290.45,On Time
3.8,Cloudy,Medium,Medium,3.3,20.0,No,Saturday,2317.2,On Time
3.8,Stormy,High,Medium,4.6,14.8,Yes,Monday,401.0,On Time
23.9,Rainy,Low,Small,4.0,35.8,No,Tuesday,635.42,Delayed
20.4,Sunny,Medium,Small,3.6,20.0,No,Monday,1628.59,On Time
5.0,Rainy,Low,Large,4.6,19.6,No,Wednesday,2165.13,On Time
6.0,Cloudy,High,Small,1.1,31.0,No,Saturday,1927.83,Delayed
16.7,Sunny,Medium,Small,3.4,34.2,Yes,Saturday,332.24,Delayed
19.4,Cloudy,Medium,Large,4.8,15.0,Yes,Monday,618.12,On Time
20.4,Sunny,Low,Medium,2.5,41.2,Yes,Sunday,1452.64,Delayed
4.9,Sunny,High,Small,2.9,31.9,No,Thursday,175.83,On Time
24.6,Cloudy,Medium,Medium,2.7,17.4,No,Thursday,1832.54,Delayed
6.5,Rainy,Low,Small,1.2,31.8,Yes,Sunday,752.54,Delayed
15.1,Sunny,Medium,Small,3.0,10.4,No,Sunday,2278.88,On Time
15.1,Sunny,Medium,Large,2.6,38.3,Yes,Tuesday,536.69,Delayed
24.2,Sunny,Low,Small,1.8,30.2,No,Tuesday,886.95,Delayed
16.8,Cloudy,Low,Large,2.3,21.8,No,Wednesday,308.0,On Time
15.0,Cloudy,High,Large,2.5,41.4,No,Thursday,2481.17,Delayed
13.5,Cloudy,High,Medium,3.8,30.8,Yes,Thursday,1663.07,Delayed
19.4,Rainy,High,Small,3.7,31.2,No,Sunday,2057.81,Delayed
3.5,Stormy,Medium,Medium,4.2,18.2,Yes,Monday,1333.73,Delayed
1.1,Sunny,Medium,Medium,1.6,20.4,No,Sunday,1707.64,On Time
23.9,Sunny,Low,Large,1.0,33.9,Yes,Sunday,1850.58,Delayed
13.0,Sunny,Low,Small,4.2,26.1,Yes,Saturday,408.6,On Time
8.9,Sunny,High,Small,3.9,5.6,No,Friday,2444.31,On Time
9.8,Cloudy,High,Small,4.9,41.8,No,Saturday,1790.64,Delayed
20.3,Sunny,Medium,Small,2.0,32.1,No,Monday,1029.9,On Time
10.2,Cloudy,Medium,Small,2.3,13.6,No,Monday,169.1,On Time
19.5,Sunny,Low,Large,3.5,42.6,Yes,Sunday,1271.79,Delayed
