Current_CGPA,Attendance_Percentage,Weekly_Self_Study_Hours,Coding_Practice_Hours_Per_Week,Previous_Semester_SPI,Internal_Assessment_Marks,Practical_Assignment_Submission,Target_Grade,Additional_Study_Hours_Required
8.77,93.4,27.0,24.0,8.12,26.8,92.2,B,0.0
5.52,62.2,9.4,21.8,8.68,15.4,93.0,O,63.8
9.51,98.3,15.3,5.4,6.75,19.3,66.4,B,0.0
7.53,97.9,8.7,29.6,9.72,1.7,0.8,A+,41.8
9.13,62.4,10.8,6.9,8.55,20.9,10.4,A+,36.2
6.6,67.4,53.5,32.6,7.11,21.2,85.8,A,0.4
9.48,94.8,8.4,8.8,7.13,10.8,8.5,A,34.5
6.95,98.3,14.8,25.7,9.59,6.6,21.4,A,18.9
5.05,72.2,32.5,10.0,7.88,27.5,23.1,B,0.0
9.53,66.0,33.6,11.1,8.53,12.8,60.0,B+,0.0
5.46,76.3,8.5,10.9,7.09,19.6,57.7,A+,53.1
6.6,84.4,43.7,26.2,6.12,1.0,28.9,A+,37.7
9.75,63.7,43.2,19.5,8.62,12.4,20.8,A,5.5
9.75,86.8,13.1,30.9,8.04,24.5,76.5,A,1.7
7.87,52.6,15.9,10.8,7.51,11.6,93.5,B+,18.5
8.16,52.5,51.6,24.2,8.12,18.1,5.3,A+,22.3
7.24,69.3,45.4,26.4,6.04,6.3,13.3,B+,4.7
6.47,67.7,38.4,5.3,8.97,12.5,64.2,O,47.3
6.64,65.8,4.5,14.0,9.74,27.8,80.4,B+,18.8
8.36,74.6,23.0,16.9,9.46,17.0,79.1,B+,3.8
8.76,66.0,30.8,12.4,6.61,27.1,72.0,A+,30.5
8.96,59.6,10.3,11.3,7.03,27.1,88.7,B,0.0
8.95,65.5,24.7,24.0,9.04,28.3,21.7,B+,0.0
5.46,98.7,33.1,7.6,7.98,26.9,10.7,B+,10.3
7.47,70.6,18.0,24.8,7.74,0.1,61.5,A,23.6
5.29,72.2,43.0,32.7,9.63,28.0,82.2,B,0.0
7.75,78.8,46.2,19.8,7.68,4.1,58.2,B+,0.0
7.21,99.2,17.8,21.4,7.57,1.2,96.3,A,19.1
9.44,62.1,46.1,2.4,5.21,1.7,79.6,A+,43.5
6.75,84.1,5.7,30.3,5.35,10.5,70.1,O,63.5
5.59,85.8,46.1,10.0,5.04,18.6,6.0,A+,42.4
5.71,80.4,8.4,21.5,9.57,12.1,10.8,C,0.0
8.81,54.4,4.6,34.3,7.04,0.8,78.5,A,34.8
8.09,83.8,35.3,20.8,7.34,14.3,19.8,B,0.0
5.51,53.2,26.0,25.4,9.23,13.3,2.9,A+,41.9
5.42,79.8,49.9,15.6,8.05,22.7,91.1,A,24.2
8.5,87.0,20.0,2.1,8.05,8.4,89.1,C,0.0
5.36,60.5,15.8,27.9,6.48,6.5,21.8,O,66.2
9.11,92.1,27.5,1.2,9.17,7.7,78.0,B+,4.8
8.53,51.5,25.1,24.5,5.83,9.1,4.8,B,0.0
5.41,92.2,18.9,0.8,5.27,18.0,28.5,B,22.2
5.42,73.0,38.2,30.2,5.96,14.1,62.4,B,0.0
9.93,60.9,41.8,5.5,6.34,10.1,76.3,B,0.0
6.87,56.7,46.9,18.0,6.41,11.2,1.0,B+,13.4
6.85,97.7,53.5,20.9,8.35,11.1,32.6,A+,25.6
9.06,53.6,14.7,16.0,6.09,29.2,21.4,B+,9.7
9.74,60.0,39.4,11.9,8.38,7.0,99.9,C,0.0
9.93,67.4,21.7,16.4,5.46,24.5,67.1,A,13.2
8.77,81.0,37.2,10.9,5.74,21.2,40.6,A+,43.2
6.88,77.2,26.2,15.3,7.54,0.2,7.6,B+,14.0
5.42,56.3,54.7,12.6,9.61,29.8,59.9,B+,4.8
8.89,64.5,40.1,19.8,9.3,22.7,64.2,A+,16.9
7.79,61.9,52.4,8.3,9.84,20.5,81.6,B+,0.0
7.12,60.7,45.9,34.6,8.25,12.2,28.9,B+,0.0
9.53,70.6,49.7,17.5,8.38,16.7,98.1,B+,0.0
5.56,85.2,44.8,6.8,8.13,7.6,43.9,A,31.3
7.46,60.9,25.3,16.7,8.11,1.1,29.6,A+,40.2
5.06,68.3,13.8,30.3,5.74,25.1,34.8,B+,15.0
7.34,69.5,20.4,0.8,7.72,26.9,52.0,B+,9.7
5.28,98.8,1.1,23.8,6.93,4.9,93.7,A,38.7
5.59,97.7,28.8,19.2,7.21,23.6,73.5,A+,30.7
5.59,90.0,27.8,5.9,7.62,22.2,57.7,A,21.6
8.25,62.1,28.9,28.6,5.64,5.4,16.3,A,25.5
8.73,53.4,53.6,12.9,6.8,12.7,14.9,C,0.0
7.92,65.8,50.1,10.3,5.32,12.7,50.2,B+,9.9
9.81,63.3,8.9,29.0,9.9,22.8,72.9,B,0.0
6.87,75.3,20.3,22.3,5.59,25.1,75.1,A,21.7
6.43,88.9,23.3,31.4,6.29,2.8,22.6,A,19.5
9.34,92.9,19.8,22.0,9.46,16.9,10.0,A+,32.6
6.12,92.2,43.9,25.9,7.41,22.9,38.4,B+,0.0
9.82,68.0,28.8,29.3,5.68,23.6,91.8,A,7.1
5.06,84.4,31.5,1.9,6.92,4.4,54.5,B+,19.6
9.85,65.6,46.9,27.2,5.58,15.8,32.0,A,5.6
5.22,53.0,44.3,21.5,6.0,25.7,32.4,A+,47.9
9.46,85.1,7.3,2.4,5.26,9.6,13.2,A+,56.1
7.64,50.5,39.3,17.8,7.19,12.8,47.3,B,0.0
9.96,70.5,23.9,2.9,9.03,24.1,79.1,A+,29.7
5.37,66.5,16.2,25.8,7.93,2.7,96.9,A+,46.4
7.77,84.7,2.8,19.1,8.03,25.8,50.2,B,0.0
9.85,88.3,26.8,33.4,6.0,9.3,16.7,B+,0.8
7.62,65.2,19.5,6.4,6.72,0.0,68.3,A+,53.5
8.15,90.6,13.8,21.2,9.23,7.0,75.7,A+,35.5
8.48,64.7,38.2,7.4,5.44,2.7,7.2,A+,50.0
7.27,72.3,42.3,21.5,9.29,2.8,85.0,B+,0.0
8.14,86.4,13.5,25.3,7.42,20.8,82.9,B+,0.0
7.92,84.6,2.7,25.3,9.19,6.4,47.3,A+,38.4
9.51,99.4,46.7,28.5,6.59,28.0,56.0,B,0.0
5.23,61.3,0.5,29.9,6.69,15.5,71.3,A+,56.5
6.4,83.1,51.5,2.7,8.76,13.8,67.7,A+,30.3
9.75,80.5,34.5,12.0,8.92,13.0,1.7,C,0.0
9.45,95.8,17.7,24.0,6.15,20.8,12.2,A+,28.6
7.28,57.8,13.6,17.5,9.86,13.6,16.3,B,1.5
8.1,87.6,0.5,6.7,5.42,3.9,75.6,B+,26.7
6.39,78.4,13.0,19.3,5.34,26.4,44.0,O,71.2
5.94,63.7,7.6,14.3,7.98,12.9,54.6,A,40.0
7.32,73.7,33.7,13.7,8.61,2.2,77.3,A,29.0
6.77,66.7,9.2,28.3,9.8,15.9,34.1,B,0.0
7.92,79.0,29.1,14.3,7.02,19.4,74.9,A,20.2
5.39,94.5,32.5,0.9,5.13,8.3,44.2,A,45.2
9.87,78.5,16.4,2.0,8.01,24.0,37.7,A+,32.9
9.93,81.6,1.9,30.0,6.45,20.1,33.3,B+,4.0
8.49,75.9,2.0,33.6,7.16,19.5,96.5,A+,37.4
7.68,52.6,1.4,24.1,7.44,12.6,77.2,O,61.3
6.55,61.6,40.7,12.8,5.32,28.9,2.0,C,0.0
9.07,74.6,17.5,32.9,7.43,8.2,95.7,A+,36.7
8.42,65.5,43.8,23.2,7.13,17.3,77.5,A+,20.7
5.81,59.1,23.7,29.6,8.56,9.3,14.9,B+,13.8
9.55,75.2,24.9,26.8,8.23,22.3,7.6,B,0.0
9.11,66.1,28.2,13.3,5.93,1.4,30.8,O,57.1
9.75,62.9,39.2,16.8,6.03,1.4,62.4,A+,39.1
8.63,73.2,15.0,6.5,6.26,24.3,61.7,O,57.8
8.07,56.7,6.7,10.2,5.89,13.0,27.6,O,73.3
7.09,96.4,30.6,27.2,8.29,10.2,44.6,B+,0.0
9.66,93.4,18.0,31.3,9.97,18.2,21.2,B+,0.0
9.33,85.4,24.3,25.4,8.26,21.1,5.1,B+,0.0
5.23,55.3,35.6,16.3,8.03,6.0,51.7,A,25.9
5.13,88.8,27.2,3.0,7.05,5.6,34.7,B,19.8
6.88,90.4,34.1,2.0,6.56,28.7,54.3,A,27.0
9.05,88.4,29.9,13.1,9.56,17.7,94.7,B,0.0
9.94,55.7,40.7,16.2,9.85,11.7,14.3,A,15.0
5.75,82.2,38.8,21.3,7.48,24.0,0.2,B+,6.5
7.97,91.7,29.4,0.2,6.45,15.8,7.7,A,28.0
6.9,78.9,37.3,34.6,8.85,7.2,46.3,A,11.2
9.85,82.3,48.0,12.7,5.66,6.2,70.7,B,0.0
9.21,72.9,23.8,29.7,8.83,11.9,58.1,A+,23.2
9.19,76.4,22.7,18.7,9.09,25.8,49.5,B+,0.0
7.34,51.7,42.0,4.6,5.62,1.8,35.4,B+,19.5
7.07,81.9,32.0,27.9,9.88,6.6,31.0,B+,3.4
6.37,54.1,3.9,24.8,9.93,26.8,37.6,B+,12.0
5.28,71.8,49.1,18.5,9.68,3.7,61.2,A,18.7
9.32,64.6,1.7,18.0,7.48,18.9,16.8,A+,39.3
9.06,77.3,41.2,3.1,6.23,6.4,77.1,B,0.0
10.0,56.7,41.7,23.0,7.91,18.2,57.5,A,0.0
9.98,84.6,52.4,31.9,7.1,11.5,26.9,B+,0.0
7.78,89.8,3.0,3.3,6.03,3.1,50.1,O,79.0
8.84,58.2,32.8,9.2,7.12,17.5,96.3,A+,44.9
9.72,55.2,23.5,31.6,8.32,20.5,2.0,A,6.5
9.25,57.3,18.2,10.0,5.35,20.4,20.0,B+,20.4
6.24,93.9,5.0,22.9,6.67,19.1,44.8,A,28.8
7.25,76.4,30.9,18.7,5.09,15.0,63.8,O,52.5
5.65,73.4,26.3,20.9,8.75,15.6,21.2,A+,37.1
9.77,55.3,5.8,14.6,8.2,19.1,93.1,A+,38.2
8.03,82.5,33.7,10.5,5.31,20.7,64.3,A+,34.8
6.14,93.4,40.6,1.7,9.82,19.6,87.7,A+,30.7
8.36,91.4,42.2,26.0,5.11,17.6,32.9,B+,0.0
8.09,81.3,49.8,26.1,7.95,4.7,82.9,A,5.2
6.79,53.8,22.5,23.5,8.88,6.3,37.8,A,25.0
5.57,55.6,52.4,22.5,8.94,7.8,25.3,C,0.0
8.36,52.5,47.6,8.5,5.17,27.6,91.2,A,18.9
7.6,62.9,16.3,0.8,9.53,22.8,9.2,B,1.4
8.86,56.8,8.8,28.3,9.59,16.6,94.3,A+,26.8
7.6,63.0,23.9,17.2,7.81,7.6,45.9,A,29.9
9.26,69.3,22.1,10.7,7.41,3.3,99.3,A,31.3
7.76,97.1,31.7,3.6,5.22,27.0,54.0,A,24.9
7.8,80.5,32.1,2.2,7.81,26.8,75.7,B+,10.5
9.38,91.7,41.2,12.2,7.05,3.3,0.7,A+,43.3
7.02,85.5,28.0,28.2,8.86,23.9,49.7,B+,5.7
5.67,55.6,5.8,32.2,7.02,13.4,73.7,A,29.6
5.14,86.8,47.2,31.4,8.42,9.7,78.3,O,38.3
8.78,63.8,17.0,32.2,5.51,22.2,15.8,B+,4.1
8.1,82.0,53.4,31.8,5.66,18.4,41.9,B+,0.0
8.52,67.0,6.5,18.5,5.7,23.4,41.9,A+,51.4
6.06,99.9,52.7,7.7,5.23,2.2,10.4,O,64.4
5.68,63.2,5.0,27.9,7.71,9.6,44.3,B,2.1
5.07,64.0,12.7,7.5,8.97,9.6,80.7,C,0.0
6.75,96.5,2.6,9.4,8.05,9.9,30.0,O,67.9
7.95,51.2,38.8,8.2,7.87,15.1,43.3,B,0.0
6.96,84.8,46.8,18.0,8.4,8.5,96.1,A,13.5
7.19,86.3,23.9,11.3,6.7,13.3,3.2,B,0.0
9.52,91.8,51.1,5.4,6.81,11.0,59.2,B+,0.0
6.74,98.7,32.5,15.9,6.57,22.1,74.3,B,0.0
7.57,98.8,34.7,30.6,8.56,18.1,76.1,B+,0.0
8.92,53.3,46.5,20.0,5.81,19.6,71.6,O,45.4
6.98,91.1,16.3,30.7,5.07,6.3,72.6,O,59.1
8.11,82.3,19.5,6.9,7.98,9.8,5.9,A,35.4
9.31,82.4,49.8,5.8,9.71,0.6,53.4,A+,31.0
9.75,56.4,49.6,20.1,8.05,3.3,78.3,A,10.5
5.74,82.5,53.7,16.2,8.91,8.0,9.4,C,0.0
9.63,99.1,49.6,23.1,8.36,2.0,1.2,A+,21.3
7.46,95.6,7.0,27.8,7.49,18.1,81.5,A,19.7
6.29,72.0,45.3,26.3,8.59,29.9,71.2,A,0.0
7.3,52.0,22.5,33.0,9.12,3.0,41.2,B+,12.1
9.9,68.1,54.5,13.9,6.12,24.6,94.0,A+,20.6
7.46,91.3,26.0,7.2,6.68,3.6,76.7,A+,41.9
6.64,85.1,30.5,19.3,6.12,20.1,96.8,B,0.0
8.17,73.0,29.1,3.9,7.26,19.3,92.9,B,0.0
6.2,52.8,17.7,10.1,9.43,27.1,48.1,B+,13.5
5.38,71.3,4.1,7.3,6.73,3.4,75.5,B+,39.8
5.64,73.5,49.3,13.9,6.87,9.5,66.9,A,26.7
5.64,96.4,44.1,3.9,9.3,2.7,81.1,B+,15.6
5.76,82.1,7.7,1.1,7.58,12.2,78.8,A,42.2
5.69,65.6,42.7,23.0,7.68,27.3,15.3,A+,40.0
8.2,76.3,34.4,21.4,9.3,23.4,23.4,A,6.0
5.91,53.3,22.5,24.8,7.45,21.7,26.6,A+,49.1
6.73,98.6,14.0,23.1,8.41,16.0,81.8,A,11.4
9.48,68.0,47.3,4.0,5.43,26.5,81.1,A+,25.6
7.37,73.9,38.5,10.2,5.89,13.5,49.5,B+,13.7
8.34,67.8,30.1,4.5,7.02,4.5,58.1,A,30.0
5.86,84.1,33.5,29.5,7.47,25.1,82.7,B+,0.0
5.96,83.1,5.0,26.1,9.83,8.4,31.3,A,29.8
5.2,85.8,26.1,7.1,9.85,1.6,5.0,B,2.2
5.84,63.4,10.7,11.9,9.26,3.8,48.3,O,65.8
6.39,65.8,11.5,33.8,6.58,18.3,91.4,B+,11.4
5.89,56.3,36.4,20.8,9.82,18.2,79.0,B+,0.1
5.44,82.8,50.1,28.0,8.45,7.8,36.7,C,0.0
5.6,52.0,22.2,9.3,6.96,21.8,6.5,A,39.3
7.3,79.9,11.4,7.4,8.51,23.2,63.7,A,30.8
6.03,93.5,35.7,27.4,5.08,27.6,83.4,A+,33.2
6.82,94.5,47.9,24.0,5.73,17.5,66.5,A+,26.2
7.52,72.5,41.2,23.8,9.15,23.4,42.5,A,0.0
8.45,73.0,47.8,19.3,8.23,22.6,12.3,B,0.0
5.2,53.8,29.5,19.7,6.82,7.7,91.1,A+,46.0
9.0,83.5,41.4,25.7,7.5,9.3,27.6,A+,23.6
8.14,91.1,7.7,9.5,9.53,14.4,22.4,A+,41.3
5.41,62.2,19.2,12.3,8.16,0.6,81.6,A+,55.5
9.37,71.1,21.4,30.5,6.99,8.9,98.1,B,0.0
9.6,91.9,28.1,10.8,5.6,14.2,66.0,B,0.0
5.31,93.9,51.1,19.1,6.47,3.2,62.5,A,23.8
6.38,62.2,48.1,24.6,9.89,3.8,31.9,A+,35.5
9.03,77.5,7.4,35.0,7.19,13.9,2.0,B,0.0
8.74,59.6,9.5,15.2,7.36,21.9,19.2,O,55.5
5.92,55.1,19.7,15.0,7.49,25.0,58.4,B+,11.9
6.05,95.6,16.0,29.5,9.42,16.4,15.1,B,0.0
6.85,91.0,33.8,28.2,8.02,14.2,88.4,A,11.9
7.42,88.0,49.7,25.6,8.47,11.5,18.8,O,34.0
8.09,52.4,52.9,16.2,6.95,5.8,52.2,A+,35.1
6.84,92.2,35.9,11.3,5.15,4.4,51.2,B,2.0
7.31,71.9,46.1,21.3,9.65,23.8,60.4,O,25.2
8.74,67.1,28.9,30.7,9.75,14.0,32.7,A,2.8
5.18,77.3,11.5,30.9,9.75,23.7,87.4,B+,0.0
6.26,54.6,28.9,3.8,9.72,21.1,44.4,B,0.0
8.57,87.8,30.5,15.0,9.08,5.8,70.0,A,20.4
9.48,79.1,40.8,16.3,8.42,15.3,63.6,A+,15.1
7.56,59.3,12.1,34.2,9.22,13.3,11.7,B+,0.9
7.66,59.4,20.3,23.7,8.0,12.7,62.3,A+,37.9
5.54,59.2,20.0,14.3,5.67,16.3,55.1,A+,51.4
7.24,52.9,52.8,0.9,6.96,29.5,89.9,B,0.0
7.66,79.4,24.4,19.8,9.86,24.4,88.1,A+,27.5
6.21,92.0,41.5,3.4,6.76,27.1,15.1,O,53.2
6.35,50.9,41.3,29.2,9.34,0.9,8.2,A,16.5
6.89,52.5,14.6,26.3,5.47,4.2,29.5,A,31.3
5.1,78.6,31.5,16.1,6.67,2.5,98.7,B+,28.4
6.61,91.0,49.2,15.0,6.75,7.9,2.2,B+,12.9
6.06,66.3,26.1,31.4,5.26,13.3,67.3,B+,11.6
6.64,67.5,52.0,10.1,5.6,19.3,60.9,B+,8.9
5.6,79.8,11.8,8.7,5.97,15.0,64.7,B+,25.7
9.45,63.7,4.1,32.9,9.19,27.1,21.8,A+,28.9
7.97,51.3,49.0,28.3,5.32,28.2,22.7,A,9.0
8.4,86.8,46.6,28.7,6.49,4.9,43.1,B+,0.0
8.95,81.3,54.6,6.8,5.05,25.6,9.6,O,47.2
7.49,79.0,37.4,5.0,8.48,14.5,7.5,A+,45.4
5.43,87.1,51.5,0.9,8.1,13.6,8.8,A,31.2
7.69,83.8,45.5,8.3,8.22,23.5,57.3,A,17.8
7.93,60.3,46.4,27.1,6.87,2.8,39.8,A,17.0
8.73,67.6,31.3,8.4,6.04,26.5,29.4,B+,5.4
7.16,56.3,21.0,25.5,8.6,20.1,31.6,A,13.9
5.64,56.5,51.4,8.8,9.06,26.3,20.7,B,0.0
6.42,83.8,23.8,13.8,5.69,29.8,41.2,A,29.3
6.82,92.9,29.6,34.4,7.43,15.5,20.3,A,13.6
8.23,98.1,24.5,8.6,6.24,2.8,69.8,O,56.6
7.85,81.4,31.1,13.2,5.84,5.0,12.4,A,36.5
6.78,59.2,25.9,10.5,8.67,9.7,94.8,B,1.5
9.93,55.3,2.6,3.8,7.69,3.1,9.0,A,45.8
8.03,90.6,48.5,17.1,6.08,24.5,94.3,A+,19.3
6.19,78.9,24.4,13.3,6.55,8.9,83.3,A,30.7
5.51,80.9,32.4,24.3,9.83,29.3,68.1,O,46.1
5.76,89.1,7.7,28.6,9.24,21.1,91.2,A,20.3
6.23,85.2,0.2,19.0,9.4,5.2,13.9,A,34.8
5.8,91.7,13.5,1.1,7.3,14.3,17.6,A,40.6
5.93,52.8,38.8,21.7,8.12,14.0,25.2,B+,10.3
6.43,87.4,5.5,1.9,6.88,14.8,24.5,B+,33.4
5.87,92.5,50.0,21.6,5.39,16.1,31.1,A,20.2
9.48,64.3,11.8,24.0,7.01,0.9,57.6,B+,15.3
5.4,82.0,11.3,6.9,7.97,20.6,2.8,B+,26.9
7.62,65.7,10.0,28.7,6.44,14.6,38.2,B+,10.3
7.05,97.9,0.8,31.9,9.24,23.7,24.6,A+,29.5
9.91,51.7,42.4,28.5,5.76,24.5,60.7,A,4.8
5.56,79.0,48.1,10.7,6.84,6.9,98.5,A,21.5
6.99,58.3,33.8,20.5,5.62,1.5,51.8,A+,46.2
9.85,85.6,10.4,32.0,7.02,21.1,42.6,O,48.0
9.33,58.8,15.7,11.2,5.2,29.3,36.8,A+,42.5
9.09,61.8,26.2,28.7,6.36,13.4,78.5,B,0.0
6.29,74.7,52.5,0.3,7.0,7.8,7.2,A,39.8
5.85,95.7,13.6,0.1,7.39,4.7,96.0,A,38.3
8.34,60.6,40.2,26.6,7.72,8.6,41.8,B+,0.0
9.65,57.2,24.2,26.7,6.37,9.8,31.4,B+,10.6
7.78,87.9,16.4,27.6,7.62,12.7,97.4,A,20.4
7.86,75.0,25.1,32.6,7.55,19.7,93.6,A,10.5
6.4,95.6,3.9,4.1,6.58,8.2,64.2,O,77.5
8.85,57.3,43.9,8.1,9.15,1.5,1.9,B+,8.9
5.94,82.3,13.4,31.6,7.73,11.2,74.9,A,20.9
6.62,61.6,39.9,6.2,6.66,25.7,33.6,A,17.8
7.13,57.8,3.8,23.9,9.74,15.0,38.8,A,25.9
7.54,84.2,52.5,18.6,9.23,28.9,15.9,B+,0.0
6.21,79.7,10.6,2.9,9.91,15.1,52.3,B+,17.9
5.57,87.7,48.6,10.0,8.46,8.3,74.5,A,24.1
8.05,65.5,44.5,18.2,6.89,5.8,27.3,O,52.4
6.44,72.4,53.2,29.8,6.4,20.8,93.9,B+,0.0
7.91,70.3,26.3,24.8,8.32,16.1,19.5,B,0.0
5.77,99.2,40.0,21.8,9.9,18.1,6.6,B+,0.0
7.41,64.6,20.4,17.4,8.13,22.7,64.4,C,0.0
7.66,64.7,10.1,10.5,9.41,21.8,84.9,A+,38.8
5.26,67.7,24.4,4.2,6.65,1.3,95.3,A+,61.8
6.68,78.2,9.1,14.3,7.03,24.1,76.7,A,30.8
5.67,62.6,54.0,1.0,9.53,16.0,20.0,A+,44.1
5.32,95.8,5.3,7.4,8.78,11.8,97.8,O,68.7
9.95,63.3,32.4,15.1,9.91,16.1,91.9,A,3.0
6.61,94.8,34.5,14.7,8.87,18.4,16.3,A+,31.8
9.05,55.2,29.6,1.6,7.24,4.5,55.9,A+,47.3
6.27,82.8,36.4,20.6,7.66,12.5,55.6,C,0.0
8.41,95.3,6.4,19.2,9.5,10.1,44.3,A+,34.7
8.8,58.4,30.5,2.7,7.76,10.5,98.4,A+,33.9
7.98,98.4,15.8,33.0,6.28,2.7,6.0,A+,41.7
7.36,72.6,51.7,3.5,7.18,4.8,62.7,B,0.0
7.06,97.3,41.9,29.9,7.58,4.9,20.5,B+,0.0
6.74,83.8,53.5,0.0,5.48,11.2,52.7,A+,44.2
9.65,65.1,2.1,30.9,8.72,26.8,78.0,A+,30.2
9.15,59.4,15.7,0.7,5.55,6.2,24.7,B+,25.1
9.83,65.2,10.7,26.5,7.02,12.5,39.3,A+,38.2
5.62,54.7,0.6,12.7,9.02,9.3,95.1,C,0.0
8.65,57.2,13.3,25.8,7.34,23.6,76.1,A,21.9
9.69,55.2,37.3,14.1,9.21,1.5,57.3,A+,28.9
5.91,71.1,12.7,2.5,6.71,5.9,22.2,B,15.1
5.33,89.8,28.0,26.9,9.79,6.3,42.5,A,17.7
8.71,57.1,48.8,2.5,6.05,29.8,77.4,A+,35.0
7.87,56.5,38.2,32.3,5.19,17.1,82.1,A,18.8
9.21,82.2,21.7,1.8,9.36,4.2,24.5,B+,8.2
5.7,59.9,20.5,16.8,8.76,8.2,66.2,A+,57.0
8.98,54.9,25.1,25.3,6.16,5.0,9.5,A,23.0
6.01,58.3,9.7,13.8,9.92,3.7,2.3,O,74.5
5.82,96.2,34.9,7.6,7.51,23.9,54.9,B,0.0
5.82,91.1,20.0,26.6,9.76,14.9,22.4,A,21.1
9.07,67.7,46.9,27.5,7.53,18.9,7.9,A+,18.3
8.33,82.8,41.6,32.3,7.36,9.9,73.0,B+,0.0
7.62,76.9,33.6,13.2,7.25,16.6,49.8,B+,6.0
6.79,83.9,20.0,17.7,6.67,7.7,79.6,B,4.8
9.39,84.1,11.5,12.7,7.67,9.2,66.4,A,20.1
6.96,81.4,42.7,9.0,7.26,19.6,73.0,B,0.0
9.08,63.3,26.8,26.3,5.18,4.5,30.7,A,27.5
7.2,52.0,12.4,11.9,6.3,18.5,26.3,A+,56.5
6.88,72.8,10.7,15.0,6.07,25.6,60.1,B,10.2
7.31,94.5,9.1,14.1,9.34,3.6,20.0,A,25.7
6.51,78.5,42.7,24.9,7.99,26.9,81.5,B+,0.0
8.74,91.6,12.6,32.1,8.82,2.4,52.3,B,0.0
7.51,99.6,29.0,23.3,9.78,10.5,22.7,B+,0.0
6.16,58.2,24.8,16.5,8.22,18.3,62.5,O,57.2
9.5,84.6,31.9,27.3,9.91,16.8,94.5,B,0.0
6.92,83.7,48.2,22.4,6.56,2.9,8.2,A+,34.8
7.72,99.0,47.7,2.1,5.93,24.0,10.9,A,23.9
9.53,99.3,24.8,3.3,7.02,29.2,84.4,A+,24.2
8.12,84.3,0.8,1.3,7.35,5.4,11.0,A+,53.2
5.58,62.2,23.5,16.0,9.48,26.9,3.9,B+,10.5
9.7,89.9,33.3,28.9,7.8,16.7,34.8,A,0.0
8.14,55.4,30.7,11.0,6.46,28.1,46.7,B+,8.6
6.67,89.0,35.8,13.4,8.71,5.3,56.9,B,0.0
5.7,95.5,8.5,31.8,7.53,23.8,50.7,A,24.2
8.97,69.1,35.6,29.3,5.81,1.8,91.3,B+,2.8
8.1,81.5,10.0,23.3,7.88,26.5,76.9,B+,1.8
7.67,71.5,41.3,9.3,9.56,20.2,98.4,B+,0.0
9.47,71.9,18.6,4.1,9.21,11.1,47.6,A,25.0
8.94,65.5,39.0,0.6,7.93,5.7,8.4,A,26.8
5.76,88.1,2.6,3.7,6.89,24.5,95.6,A,46.7
6.56,96.8,22.4,10.2,5.43,18.1,0.4,A,36.7
6.24,97.0,38.8,19.3,7.35,10.8,77.6,A,22.4
8.72,58.7,12.5,2.2,8.76,13.3,3.1,B+,24.0
5.17,93.7,43.7,4.8,6.8,24.8,76.1,A+,42.4
7.85,86.9,34.7,6.3,6.18,10.2,93.8,C,0.0
8.81,62.6,32.3,22.1,9.66,2.7,38.9,B+,1.8
9.38,53.4,19.4,21.6,9.11,27.3,24.1,A+,28.2
6.71,63.4,26.5,19.3,8.19,11.6,22.6,O,55.4
9.11,95.6,32.9,8.8,5.68,10.5,49.2,B+,6.9
5.55,81.7,26.0,13.0,5.72,6.1,17.1,B+,23.4
9.23,86.1,38.4,3.4,5.52,26.9,67.3,C,0.0
5.64,62.9,23.9,7.9,8.08,6.5,36.8,A+,51.5
6.99,86.0,11.1,31.4,5.58,19.1,32.3,O,57.1
8.99,51.4,11.8,34.3,9.21,26.4,46.1,B,0.0
5.75,68.8,0.3,22.7,9.96,1.0,54.3,A+,53.2
6.15,81.3,16.6,32.1,6.83,24.9,14.2,B+,4.8
8.61,57.3,41.2,22.5,7.27,12.3,70.8,O,47.2
8.6,91.2,43.7,1.2,8.56,19.7,88.3,B+,0.0
8.21,61.8,11.1,34.9,9.69,11.2,27.8,A+,21.1
8.47,82.6,52.7,3.5,9.47,20.9,18.0,B+,0.0
7.71,70.3,27.6,23.9,5.29,7.6,76.1,A,32.5
6.26,79.8,50.4,8.8,5.85,0.7,18.4,C,0.0
6.73,55.4,38.9,13.7,8.77,28.4,4.1,O,51.8
5.91,50.8,39.7,22.6,8.44,0.5,61.9,A+,45.7
9.54,95.5,4.7,15.3,5.67,24.7,24.0,O,51.9
7.92,63.5,12.1,8.8,7.51,5.1,17.2,B,8.3
7.0,91.0,0.5,11.7,8.9,11.8,98.2,B+,21.4
7.31,100.0,39.4,12.0,6.09,24.7,29.2,A,20.3
9.74,60.6,18.9,33.6,9.36,6.2,90.3,A+,24.9
5.77,63.3,43.3,28.0,5.26,26.0,17.8,A,21.4
7.93,83.1,18.6,16.0,8.91,14.9,81.9,A,24.1
7.53,98.3,45.1,7.0,8.08,11.0,50.2,A,22.3
8.06,95.8,7.2,28.4,6.58,19.9,7.9,B+,10.7
5.09,75.1,9.5,5.5,8.6,10.2,73.4,O,72.8
9.36,89.8,18.7,7.4,8.91,10.4,89.2,B+,2.8
9.66,56.8,22.5,12.8,9.67,22.0,16.3,B,0.0
7.83,98.9,19.2,30.8,6.84,9.3,72.6,B,0.0
8.48,98.2,42.0,4.6,8.43,6.0,44.5,B+,0.0
9.61,58.2,5.3,4.3,8.01,24.2,75.4,A+,36.6
8.54,65.0,19.3,17.3,7.63,24.2,71.4,B+,9.1
